Periodo Hasta AA-Actual;C.Ofi;Oficina Venta;C.Prev;Preventa;Cod.Cliente;Nombre Comercial;CodigoInterno;Cod.Cad;Cadena;Agrupacion;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Ref.Cum Actual;Ref.Cum Anterior;Desviacion;Ref.Tot Anterior;Ref.SinCompra 1;Ref.SinCompra 2;Ref.SinCompra 3;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401331425;BAR FUENTES;8077;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2022;30/03/2026;18;22;-4;22;NUII TEXPECAN N1 20X90;MAXIBON CHSCAKE 24X140ML ;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401351482;FRUTERIA PUERTO LUMBRERAS;8892;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;13/06/2025;0;6;-6;6;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;97;ALMACEN ALMACEN;866012354;SAN FRANCISCO, ASADERO;2354;8660136;PAREDES QUI¥ONERO;Conveniencia;COMIDA PREPARADA/ASADORES DE P;01/01/1998;05/03/2026;3;4;-1;4;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401232191;TRIFULA RISTORANTE BAR;9355;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2018;07/03/2026;9;10;-1;10;MDLZ BBTOBLERONE N1 20X90;NUII CRM AUSTRAL.N4 20X90;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401025954;SHELL ANTAS;3537;000000734;SHELL PENINSULA ABANDERAD;Conveniencia;ESTACIONES DE SERVICIO / GASOL;21/02/2013;13/05/2026;20;21;-1;21;NUII ALMBCO JAVA N2 20X90;;;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401261648;RESTAURANTE RINCON ELIAS;9222;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;22/02/2019;07/05/2026;24;27;-3;27;NUII TEXPECAN N1 20X90;NUII ALM.JAVA N5 20X90;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401171004;CHIRINGUITO EL MARINERO;7781;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2016;08/05/2026;30;32;-2;32;MDLZ OREO BTOP N1 20x100;CONO KIT KAT N5 16x110ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401379227;E.S.REPSOL 97181 LAS NORI;32692;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/03/2024;12/05/2026;0;18;-18;18;CHOCOCLACK N2 24x90ML;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401117598;BAR LA FRONTERA;8307;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/02/2015;12/05/2026;25;28;-3;28;MDLZ BB MILKA N2 20X90ML;MDLZ OREO BTOP N1 20x100;NUII ALMBCO JAVA N2 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401331765;KIOSCOS AREA CAMPER;8912;000016940;KIOSCO PUEBLO SALAO;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/05/2022;19/08/2025;0;25;-25;25;MAXIBON COOKIE N5 24x150;NUII TEXPECAN N1 20X90;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401366820;RTE. CLUB NATACION;32347;;;Bares y Cafeter¡as;BAR Y CAFETERIA;06/11/2023;25/04/2026;0;21;-21;21;CONO KIT KAT N5 16x110ML;MAXIBON COOKIE N5 24x150;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180816;RESTAURANTE ALCAZABA;30283;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/03/2014;08/05/2026;18;20;-2;20;MAXIBON CHSCAKE 24X140ML ;PIRULO SANDIA N4 36x73ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401352658;SAL Y ALMAGRE;8673;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;05/09/2025;0;29;-29;29;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401240213;HOTEL BEST MOJACAR***;39500;B6835;BEST HOTELES;Hoteles y Hostales;HOTELES Y HOSTALES;01/05/2018;25/09/2025;0;18;-18;18;PIRULO FRUIT JOY 24X65ML;MAXIBON COOKIE N5 24x150;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180505;CAFE BAR ALMAZARA;32232;;;Bares y Cafeter¡as;BAR Y CAFETERIA;06/07/2009;13/05/2026;9;21;-12;21;MAXIBON COOKIE N5 24x150;EXTR CRML SALADO 16x110ML;MDLZ MNBITCUP OREO 12x105;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180445;PIZZERIA LA DORADA;32677;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;12/02/2008;12/05/2026;6;7;-1;7;EXTREME NATA N2 16X110ML;CHOCOCLACK N2 24x90ML;;
